Titulo_libro	Autor	Subtitulo_libro	Cantidad ejemplares	Edicion	Año_publicacion	biblioitemnumber
Titulo_libro: Trattato di macchine termiche :	Autor: Baulino, Carlo	Subtitulo_libro: V.1. Elementi di termodinamica pratica.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1914.	biblioitemnumber: 7732
Titulo_libro: Tratado de electricidad.	Autor: Singer, Francisco L	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 3a ed.	Año_publicacion: [l965]	biblioitemnumber: 7733
Titulo_libro: El urbanismo.	Autor: Bardet, Gastón	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2a ed.	Año_publicacion: l961.	biblioitemnumber: 7734
Titulo_libro: Código de minería de la República Argentina.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 2002.	biblioitemnumber: 7735
Titulo_libro: Entradas al Chaco :	Autor: Ángelis, Pedro de	Subtitulo_libro: selección.	Cantidad ejemplares: 2	Edicion: 2a ed.	Año_publicacion: 1989.	biblioitemnumber: 7736
Titulo_libro: Tablas usuales.	Autor: Lascurain, Antonio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 19a ed.	Año_publicacion: 1966.	biblioitemnumber: 7737
Titulo_libro: Tres novelas de Payró con pícaros en tres miras.	Autor: Anderson Imbert, Enrique	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: l942.	biblioitemnumber: 7738
Titulo_libro: Wagner.	Autor: Wichtenberger, Henri	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7739
Titulo_libro: Luis XIV.	Autor: Belloc, Hilaire	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [l946]	biblioitemnumber: 7740
Titulo_libro: Ricardo Wagner y su obra.	Autor: Jacob, Walter P	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2a ed.	Año_publicacion: [l94-]	biblioitemnumber: 7741
Titulo_libro: Vida de Franz Liszt.	Autor: Pourtales, Guy de	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1948.	biblioitemnumber: 7742
Titulo_libro: La vida de Roberto Schumann.	Autor: Colling, Alfred	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1945.	biblioitemnumber: 7743
Titulo_libro: Veinte matemáticos célebres.	Autor: Vera, Francisco	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1965.	biblioitemnumber: 7744
Titulo_libro: Julio Rey Pastor.	Autor: González Covarrubia, Juan José	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1964.	biblioitemnumber: 7745
Titulo_libro: Capitán de corbeta Agustín del Castillo :	Autor: Terbeck, C. Augusto	Subtitulo_libro: explorador patagónico austral descubridor del yacimiento carbonífero Río Turbio.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1979.	biblioitemnumber: 7746
Titulo_libro: Dr. Victorino de la Plaza :	Autor: Cornejo, Atilio	Subtitulo_libro: de escribano público a Presidente de la República.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1980.	biblioitemnumber: 7747
Titulo_libro: José de San Martín :	Autor: Luzuriaga, Aníbal Jorge	Subtitulo_libro: el héroe y la lección moral de una conducta.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1980.	biblioitemnumber: 7748
Titulo_libro: Benvenuto Cellini :	Autor: Cellini, Benvenuto	Subtitulo_libro: mi vida.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: cl971.	biblioitemnumber: 7749
Titulo_libro: Biología :	Autor: Merega, Herminia	Subtitulo_libro: citología, anatomía y fisiología, genética, salud y enfermedad.	Cantidad ejemplares: 2	Edicion: la ed.	Año_publicacion: 1998.	biblioitemnumber: 7750
Titulo_libro: Tecnología :	Autor: Doval, Luis	Subtitulo_libro: estrategia didáctica.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7751
Titulo_libro: Tecnología :	Autor: Doval, Luis	Subtitulo_libro: finalidad educativa y acercamiento didáctico.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7752
Titulo_libro: Alfabetización científica y tecnológica :	Autor: Fourez, Gerard	Subtitulo_libro: acerca de las finalidades de la enseñanza de las ciencias.	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1998.	biblioitemnumber: 7753
Titulo_libro: Temas para la educación tecnológica :	Autor: Gay, Aquiles	Subtitulo_libro: modelos, materiales, energía, sistemas, lectura de objeto.	Cantidad ejemplares: 2	Edicion: 1a ed.	Año_publicacion: 1999.	biblioitemnumber: 7754
Titulo_libro: La educación tecnológica :	Autor: Gay, Aquiles	Subtitulo_libro: aportes para su implementación.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7755
Titulo_libro: Estética de la creación verbal.	Autor: Bajtin, M. M	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 8a ed.	Año_publicacion: 1998.	biblioitemnumber: 7756
Titulo_libro: Cultura escrita y oralidad.	Autor: Comps Olson, David R	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7757
Titulo_libro: Elementos de preparación de minerales.	Autor: Taggart, Arthur F	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1966.	biblioitemnumber: 7758
Titulo_libro: Labores mineras.	Autor: Borisov, S	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1976.	biblioitemnumber: 7759
Titulo_libro: Lo sé todo	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 11a ed.	Año_publicacion: 1962.	biblioitemnumber: 7760
Titulo_libro: El motor diesel :	Autor: Lapieza Cabral, Ángel	Subtitulo_libro: teoría, funcionamiento y conservación.	Cantidad ejemplares: 1	Edicion: 4a ed.	Año_publicacion: l954.	biblioitemnumber: 7761
Titulo_libro: La práctica del motor Diesel en automóviles, camiones, aviones, locomotoras, barcos.	Autor: Mchenley, Alan	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1942.	biblioitemnumber: 7762
Titulo_libro: Avances en flotación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1975.	biblioitemnumber: 7763
Titulo_libro: Petroquímica.	Autor: Astle, Melvin J	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1962.	biblioitemnumber: 7764
Titulo_libro: Beneficiation of mineral fines :	Autor: sin datos	Subtitulo_libro: problems and research needs : report of a workshop organized by Columbia University and held at Sterling Forest, New York, August 27-29, 1978.	Cantidad ejemplares: 1	Edicion: 1st ed.	Año_publicacion: 1979.	biblioitemnumber: 7765
Titulo_libro: Avances en flotación.	Autor: Castro, Sergio 	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1979.	biblioitemnumber: 7766
Titulo_libro: Lead & zinc.	Autor: Rausch, Donald	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1970.	biblioitemnumber: 7767
Titulo_libro: Avances en flotación.	Autor: Castro, Sergio 	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1977.	biblioitemnumber: 7768
Titulo_libro: Circuitos de trituración y molienda de minerales.	Autor: Lynch, A. J	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1980.	biblioitemnumber: 7769
Titulo_libro: Proceedings of the 4th US Mine Ventilation Symposium.	Autor: Mc Pherson, Malcolm	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1989.	biblioitemnumber: 7770
Titulo_libro: La química y la protección del medio ambiente.	Autor: Leithe, Wolfgang	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 1980.	biblioitemnumber: 7771
Titulo_libro: Recursos naturales.	Autor: Buchinger, María	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 2a ed., ampliada y actualizada	Año_publicacion: 1982.	biblioitemnumber: 7772
Titulo_libro: Biotratamiento de residuos tóxicos y peligrosos :	Autor: Levin, Morris A	Subtitulo_libro: selección, estimación, modificación de microorganismos y aplicaciones.	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1997.	biblioitemnumber: 7773
Titulo_libro: Tratamiento biológico de aguas de desecho.	Autor: Winkler, Michael A	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1994.	biblioitemnumber: 7774
Titulo_libro: Esta, nuestra única Tierra :	Autor: Brailovsky, Antonio E	Subtitulo_libro: introducción a la ecología y medio ambiente.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1992.	biblioitemnumber: 7775
Titulo_libro: El gran libro para el cuidado del planeta.	Autor: Vallely, Bernadette	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1992.	biblioitemnumber: 7776
Titulo_libro: Una invitación a la educación ambiental.	Autor: Abaca, María Cristina	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1992.	biblioitemnumber: 7777
Titulo_libro: Ciencias biológicas I Nuestra casa :	Autor: Pedrol, Héctor	Subtitulo_libro: los seres vivos y su ambiente.	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: [19--]	biblioitemnumber: 7778
Titulo_libro: Motores a explosión.	Autor: Ferpi, J	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1946.	biblioitemnumber: 7779
Titulo_libro: Curso de mecánica industrial.	Autor: Ferrer, Ricardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1944.	biblioitemnumber: 7780
Titulo_libro: Curso de motores Diesel.	Autor: Sani, Federico	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: sin datos	Año_publicacion: 1961.	biblioitemnumber: 7781
Titulo_libro: La técnica del Diesel.	Autor: Pérez Caminos, Justo David	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2a ed.	Año_publicacion: 1943.	biblioitemnumber: 7782
Titulo_libro: Principios de eléctronica.	Autor: Malvino, Albert Paul	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4a ed., rev.	Año_publicacion: 1991.	biblioitemnumber: 7783
Titulo_libro: Manual de herrería y metalistería.	Autor: Blandford, Percy W	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1983.	biblioitemnumber: 7784
Titulo_libro: Manual del soldador eléctrico.	Autor: Bos, Héctor	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4a ed., actualizada	Año_publicacion: 1991.	biblioitemnumber: 7785
Titulo_libro: Flotaçao :	Autor: Salum, M. J. G	Subtitulo_libro: fundamentos, pratica e meio ambiente.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1992.	biblioitemnumber: 7786
Titulo_libro: Medicina preventiva.	Autor: Rodríguez, Germinal	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1945.	biblioitemnumber: 7787
Titulo_libro: Higiene y profilaxis.	Autor: Rodríguez, Germinal	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1944.	biblioitemnumber: 7788
Titulo_libro: Higiene individual y medio externo.	Autor: Rodríguez, Germinal	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1945.	biblioitemnumber: 7789
Titulo_libro: Higiene pública.	Autor: Rodríguez, Germinal	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1945.	biblioitemnumber: 7790
Titulo_libro: Medicina social.	Autor: Rodríguez, Germinal	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1945.	biblioitemnumber: 7791
Titulo_libro: Energía solar para el hombre.	Autor: Brinkworth, B. J	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1981.	biblioitemnumber: 7792
Titulo_libro: Escuela del motor Diesel :	Autor: Schwarzbock, Ernesto P. J	Subtitulo_libro: de la práctica para la práctica y el estudio.	Cantidad ejemplares: 6	Edicion: sin datos	Año_publicacion: 1952.	biblioitemnumber: 7793
Titulo_libro: Trucaje de motores de cuatro tiempos.	Autor: Castro, Vicente Miguel de	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 3a ed.	Año_publicacion: 1964.	biblioitemnumber: 7794
Titulo_libro: Curso de servicio y reparación Diesel.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1944.	biblioitemnumber: 7795
Titulo_libro: Tecnología de procesamiento de minerales :	Autor: Wills, Barry A	Subtitulo_libro: tratamiento de menas y recuperación de minerales.	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1994.	biblioitemnumber: 7796
Titulo_libro: Elementos de máquinas.	Autor: Simpson, W	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1947.	biblioitemnumber: 7797
Titulo_libro: El taller del torneado :	Autor: Berra, Francisco J	Subtitulo_libro: lecciones teórico prácticas para los aprendices mecánicos.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1977.	biblioitemnumber: 7798
Titulo_libro: El taller del ajuste :	Autor: Berra, Francisco J	Subtitulo_libro: lecciones teórico prácticas para los aprendices mecánicos.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1977.	biblioitemnumber: 7799
Titulo_libro: Técnica de la medición y trazado.	Autor: Kurrein, Max	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2a ed.	Año_publicacion: 1945.	biblioitemnumber: 7800
Titulo_libro: La técnica del embutido de planchas-El Trazado en la calderería.	Autor: Sellin, Walter	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1954.	biblioitemnumber: 7801
Titulo_libro: Geografía: la Argentina y el Mercosur.	Autor: Echeverría, María Julia	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: sin datos	Año_publicacion: 2004	biblioitemnumber: 7802
Titulo_libro: Manual de Normas IRAM de dibujo tecnológico.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 2004.	biblioitemnumber: 7803
Titulo_libro: La industrialización del siglo XX.	Autor: Perroux, Francois	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2a ed.	Año_publicacion: 1964.	biblioitemnumber: 7804
Titulo_libro: Historia :	Autor: Pigna, Felipe	Subtitulo_libro: la Argentina contemporánea.	Cantidad ejemplares: 5	Edicion: sin datos	Año_publicacion: 2000.	biblioitemnumber: 7805
Titulo_libro: Sociedad en red 7 :	Autor: Jungman, Esteban	Subtitulo_libro: historia, geografía, formación ética y ciudadana, economía, historia del arte.	Cantidad ejemplares: 5	Edicion: sin datos	Año_publicacion: 2002.	biblioitemnumber: 7806
Titulo_libro: Matemática en red 8 EGB 3o Ciclo.	Autor: López, Alicia	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: [20--]	biblioitemnumber: 7807
Titulo_libro: Matemática en red EGB 3o Ciclo.	Autor: López, Alicia	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 2001.	biblioitemnumber: 7808
Titulo_libro: Matemática en red 7 EGB 3o Ciclo.	Autor: López, Alicia	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 2001.	biblioitemnumber: 7809
Titulo_libro: Sociedad en red 9 EGB 3o Ciclo.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 7	Edicion: sin datos	Año_publicacion: [20--]	biblioitemnumber: 7810
Titulo_libro: Sociedad en red 8 egb 3o ciclo.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 6	Edicion: sin datos	Año_publicacion: 2000.	biblioitemnumber: 7811
Titulo_libro: Naturaleza en red 7 EGB 3o Ciclo.	Autor: Bassarsky, Magalí	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 2001.	biblioitemnumber: 7812
Titulo_libro: Naturaleza en Red 8 EGB 3o Ciclo.	Autor: Bassarsky, Magalí	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 2001.	biblioitemnumber: 7813
Titulo_libro: Naturaleza en red 9 EGB 3o Ciclo.	Autor: Bassarsky, Magalí	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 2002.	biblioitemnumber: 7814
Titulo_libro: La formación del Estado argentino :	Autor: Oszlak, Oscar	Subtitulo_libro: orden,  progreso y organización nacional.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7815
Titulo_libro: Diccionario español-inglés.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1971.	biblioitemnumber: 7816
Titulo_libro: Tomo la palabra 7.	Autor: Petruzzi, Herminia	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 2001.	biblioitemnumber: 7817
Titulo_libro: Aventuras con la ciencia :	Autor: Canestro, Elsa	Subtitulo_libro: experimentos científicos.	Cantidad ejemplares: 1	Edicion: 3a ed.	Año_publicacion: 1997.	biblioitemnumber: 7818
Titulo_libro: Historia de América Latina.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1994.	biblioitemnumber: 7819
Titulo_libro: El dónde, cuándo y cómo del origen del hombre.	Autor: Ramírez Rozzi, Fernando	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 2001.	biblioitemnumber: 7820
Titulo_libro: Los dioses andinos :	Autor: Paleari, Antonio	Subtitulo_libro: algunos comentados, otros cotejados.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1999.	biblioitemnumber: 7821
Titulo_libro: Mitos griegos.	Autor: Osborne, Mary Pope	Subtitulo_libro: sin datos	Cantidad ejemplares: 4	Edicion: sin datos	Año_publicacion: 2000.	biblioitemnumber: 7822
Titulo_libro: La crisálida.	Autor: González, Horacio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 2001.	biblioitemnumber: 7823
Titulo_libro: Alfabetización científica y tecnológica.	Autor: Fourez, Gerard	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7824
Titulo_libro: San Martín :	Autor: Argañaraz Alcorta, Rodolfo	Subtitulo_libro: Gral. José de San Martín Padre de la Patria.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 2000.	biblioitemnumber: 7825
Titulo_libro: Método y antimétodo :	Autor: Calello, Hugo	Subtitulo_libro: proceso y diseño de la investigación interdisciplinaria en Ciencias Humanas.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1999.	biblioitemnumber: 7826
Titulo_libro: Aire.	Autor: Walpole, Brenda	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1991.	biblioitemnumber: 7827
Titulo_libro: Electricidad e imanes.	Autor: Cash, Terry	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1991.	biblioitemnumber: 7828
Titulo_libro: Sonido.	Autor: Cash, Terry	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1991.	biblioitemnumber: 7829
Titulo_libro: Matemática 1.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7830
