autor;titulo_libro;subtitulo_libro;cantidad_ejemplar;libro_edicion;año_publicacion;biblioitemnumber
"Pucciarello, Mariana";"Derecho a no autoincriminarse y deber de colaborar en el ámbito tributario.";;1;1ra.ed.;2011.;6131
"Genoud, María Andrea";"Miradas acerca de las estructuras laborales argentinas : ";"estudio sociolaboral sobre las actitudes, comportamientos y valores ...";2;1ra.ed.;2012.;6132
"Drimer, Roberto L.";"Teoría del financiamiento.";;1;1ra.ed.;2011.;6133
"Porto, José M";"Fuentes de financiación : ";"operatorias, plazos, costos, ventajas y limitaciones.";1;2da.ed.;2010.;6134
"De La Fuente, Gabriel";"Compendio de finanzas a plicadas.";;1;2da.ed.;2011.;6135
"Rassiga, Fernando";"Manual de decisiones de inversión y financiamiento de proyectos.";;1;1ra.ed.;2011.;6136
"Mayes, Timothy R.";"Análisis financiero con Microsoft Excel.";;1;5ta.ed.;2010.;6137
"Taleb, Nassim Nicholas";"El cisne negro : ";"el impacto de lo altamente improbable.";1;1ra.ed.;2012.;6138
"Narodowski, Patricio";"Geografía económica mundial (GEM) : ";"un enfoque centro-periferia.";1;1ra.ed.;2012.;6139
"Gilges, Gisela";"Cómo encontrar el empleado ideal : ";"50 dilemas para la selección de personal por competencia.";3;1ra.ed.;2007.;6140
"De Lara Haro, Alfonso";"Medición y control de riesgos financieros : ";"Incluye riesgo de mercado y de crédito.";1;3ra.ed.;2010.;6141
"Grinblatt, Mark";"Mercados financieros y estrategia empresarial.";;1;2da.ed.;2003.;6142
"Perez-Carvallo Veiga, Juan F.";"Estrategia y politicas financieras.";;1;1ra.ed.;1997.;6143
"Gray, Dave";"Gamestorming : ";"83 juegos para innovadores, inconformistas y generadores del cambio.";1;2da.ed.;2013.;6144
"Piñuel, Iñaki";"Mobbing, estado de la cuestión : ";"todo lo que siempre quiso saber y nadie le explico sobre el acoso psicológico en el trabajo.";1;1ra.ed.;2008.;6145
"Cagigas, Jorge";"Los diez retos de Silvia : ";"claves para la gestión de personas en tiempos de cambio.";2;1ra.ed.;2011.;6146
"Castello, Oscar R";"Capital humano : ";"una mirada sobre un futuro complejo.";2;2da.ed.;2010.;6147
"Baguer Alcala, Ángel";"Dirección de personas : ";"un timón en la tormenta.";1;2da.ed.;2009.;6148
"Bolig, Georgina N";"Administración de recursos humanos utilizando Microsoft Excel : ";"herramientas informáticas para la Pequeña y Mediana Empresa.";1;1ra.ed.;2008.;6149
"Hidalgo, Bernardo";"Remuneraciones inteligentes : ";"una mirada sencilla para atraer, retener y motivar al talento.";1;1ra.ed.;2012.;6150
"Kaye, Beverly";"Cuídalos o pierdelos : ";"haz que los mejores trabajen contigo.";1;1ra.ed.;2009.;6151
"Sequeira, Marcos Alberto";"Régimen penal tributario : ";"ley 24769 con la reforma de ley 26735.";2;1ra.ed.;2012.;6152
"Sequeira, Marcos Alberto";"Régimen penal tributario : ";"ley 24769 con la reforma de ley 26735.";2;1ra.ed.;2012.;6153
"Eguez, Hermosinda";"Convenio multilateral para el impuesto sobre los ingresos brutos : ";"análisis crítico, doctrinario y jurisprudencial.";2;1ra.ed.;2012.;6154
"Soler, Osvaldo H";"El impuesto a los sellos en todas las jurisdicciones de la República Argentina.";;1;2da.ed.;2011.;6155
"Lopez De Prado, Marcos Mailoc";"Invertir en Hedge Funds : ";"análisis de su estructura, estrategias y eficiencia.";1;1ra.ed.;2004.;6156
"Bunsow, Federico";"Mercado de capitales : ";"estrategia, valuacion y negocios.";1;1ra.ed.;2012.;6157
;"La República Argentina y los instrumentos jurídicos internacionales sobre derechos humanos : ";"una compilación.";1;1ra.ed.;2006.;6158
"Dib Chagra, Adrian Antonio";"El servicio al cliente, la venta y el marketing personal.";;1;"1ra. ed.";2004.;6159
"Dib Chagra, Adrián Antonio";"Historias de marketing.";;1;"1a. ed.";2007.;6160
"Dib Chagra, Adrian Antonio";"Marketing social y político.";;1;"1a. ed.";2012.;6161
"Ardoino, Jorge José";"Impacto de las TICs en la sociedad, el trabajo y la educación.";;1;"1a. ed.";2017.;6162
"Fortuni, Luis";"Apuntes de contabilidad pública.";;18;"1a. ed.";2012.;6163
"Cleri, Carlos";"El libro de las PyMEs.";;3;"1a. ed.";2012.;6164
;"Simposio sobre legislación tributaria argentina.";;1;"1a. ed.";2013.;6165
;"Anuario 2011-12 : ";"Informe de sostentabilidad.";1;"1a. ed.";2012.;6166
;"Proyecciones provinciales de población por sexo y grupo de edad : ";2010-2040.;1;1ra.ed.;2014.;6167
"Alcibar, Jorge Raúl";"Técnica y organización bancaria.";;1;1ra.ed.;1961.;6168
"Barnes, Ralph M.";"Manual de métodos de trabajo.";;1;4ta.ed.;1961.;6169
"Lucas Ortueta, Ramón De";"Organización científica de las empresas.";;1;4ta.ed.;1963.;6170
"Stellatelli, Antonio";"Manual de programación y organización comercial.";;1;1ra.ed.;1968.;6171
"Leener, Georges De";"Tratado de organización de empresas.";;1;4ta.ed.;1971.;6172
"Arjona Ciria, Antonio";"Planificacion y control de la producción.";;1;2da.ed.;1967.;6173
"Castelnuovo, Hugo J.";"Temas de organización administrativo contable de la empresa.";;4;1ra.ed.;s.f..;6174
"Bryce, Murray D.";"Normas y métodos para el desarrollo industrial.";;1;1ra.ed.;1968.;6175
"Lapierre, Claude";"Valoración de puestos de trabajo.";;1;3ra.ed.;1966.;6176
"Weaver, Gilbert G";"Organización y administración de talleres escolares.";;1;1ra.ed.;1961.;6177
"Nett, Roger";"Introducción al estudio de la sistematización electrónica de datos.";;1;1ra.ed.;1962.;6178
"Arnold, Pauline";"La era de la automatización.";;1;1ra.ed.;1965.;6179
"Jans, Evelin";"Nuevos métodos de organización automatizada.";;1;1ra.ed.;1964.;6180
"Rautenstrauch, Walter";"Cómo proyectar una empresa industraial : ";"estudio sobre economía industrial aplicada.";1;1ra.ed.;1957.;6181
"Davie, A.";"Introducción a la automatización industrial.";;1;1ra.ed.;1965.;6182
"Davie, A.";"Introducción a la automatización industrial.";;1;1ra.ed.;1965.;6183
"Sisson, Roger L";"Información por computadoras.";;1;1ra.ed.;1969.;6184
"Burck, Gilbert";"La era de la computadora y su potencia en la administración.";;1;1ra.ed.;1969.;6185
"Raul, Joaquín";"Organización administrativa contable.";;1;3ra.ed.;1948.;6186
"Barnes, Ralph M.";"Estudio de movimientos y tiempos.";;1;3ra.ed.;1961.;6187
"Hierche, H.";"Técnicas modernas de gestión de empresas.";;1;1ra.ed.;1968.;6188
"Loeb, Paul";"El presupuesto en la empresa.";;1;1ra.ed.;1961.;6189
"Hedges, Trimble R";"Administración de empresas agricolas.";;1;1ra.ed.;1967.;6190
"Martin, Roscoe C.";"Administración pública.";;1;1ra.ed.;1967.;6191
"Appley, Lawrence A.";"La administración en acción : ";"el arte de hacer las cosas por conducto de otras personas.";1;1ra.ed.;1961.;6192
"Dimock, Marshall Edward";"Administración pública.";;1;1ra.ed.;1967.;6193
"Aguiar García, Inmaculada";"Finanzas corporativas en la práctica.";;1;3ra.ed.;2012.;6194
"Tinbergen, Jan";"Planificación central.";;1;1ra.ed.;1968.;6195
"Canning, Richard G.";"La administracion del procesamiento de datos.";;1;1ra.ed.;1969.;6196
"Herrero Aleixandre, José Joaquín";"Teoría de la valoración de personal.";;1;1ra.ed.;1961.;6197
"Isaacs, Asher";"Las empresas, el gobierno y el interés publico.";;1;1ra.ed.;1970.;6198
"Thomas, E.H.";"Gestión de las cooperativas.";;1;1ra.ed.;1962.;6199
"Cadmus, Bradford";"Control interno contra el fraude y el derroche.";;1;1ra.ed.;1956.;6200
"Bendix, Reinhard";"Trabajo y autoridad en la industria : ";"las ideologías de la dirección en el curso de la industrialización.";1;1ra.ed.;1956.;6201
"Andrews, George H.";"Programación y control de la producción.";;1;1ra.ed.;1963.;6202
"Waldo, Dwight";"Estudio de la administración pública.";;1;1ra.ed.;1961.;6203
"Seoane, Joaquín Raúl";"Normas de administración comercial.";;1;3ra.ed.;1947.;6204
"Seoane, Joaquín Raúl";"Control contable.";;1;1ra.ed.;1947.;6205
"Mascia, Alfredo A.";"Productividad de empresas.";;2;1ra.ed.;1955.;6206
"Weston, J. Fred";"Finanzas para ejecutivos.";;1;1ra.ed.;1969.;6207
"Jiménez Castro, Wilburg";"Introducción al estudio de la teoría administrativa.";;3;1ra.ed.;1965.;6208
"Stepanek, Joseph E";"Dirección y administración industrial : ";"estudio para su mejora en diversos paises.";1;1ra.ed.;1962.;6209
"Sherwood, Frank P";"Métodos de supervisión en la administración municipal.";;1;1ra.ed.;1963.;6210
"Ader, José Jorge";"Administración de empresas.";;3;1ra.ed.;1969.;6211
"Simon, Herbert A";"Administración de empresas.";;3;1ra.ed.;1974.;6212
"Cholvis, Francisco";"Los fraudes del personal.";;1;1ra.ed.;1952.;6213
"Escoube, Pierre";"Administración de personal.";;1;1ra.ed.;1961.;6214
"Chiavenato, Idalberto";"Comportamiento organizacional : ";"la dinámica del éxito en las organizaciones.";1;2da.ed.;2009.;6215
"Ross, Stephen A.";"Fundamentos de finanzas corporativas.";;4;9na.ed.;2010.;6216
"Reinhart, Carmen M.";"Esta vez es distinto : ";"ocho siglos de necedad financiera.";1;1ra.ed.;2011.;6217
"Armendariz, Beatríz";"Economía de las microfinanzas.";;1;1ra.ed.;2011.;6218
"Fisher, Roger";"Mas alla de Maquiavelo : ";"herramientas para afrontar conflictos.";1;1ra.ed.;2007.;6219
"Rothlin, Philippe";"El nuevo sondrome laboral Boreout.";;1;1ra.ed.;2010.;6220
"Denning, Stephen";"The leader's guide to radical management : ";"reinventing the workplace for the 21 st century.";1;1ra.ed.;2010.;6221
"Denning, Stephen";"The leader's guide to storytelling : ";"mastering the art and discipline of business narrative.";1;1ra.ed.;2011.;6222
"Denning, Stephen";"The secret language of leadership : ";"how leaders inspire action trough narrative.";2;1ra.ed.;2007.;6223
"Suarez Suarez, Andrés S";"Decisiones optimas de inversión y financiación en la empresa.";;4;21ra.ed.;2008.;6224
"Giddens, Anthony";"La teoría social, hoy.";;2;1ra.ed.;2010.;6225
"Ulrich, Dave";"El futuro de la dirección de recursos humanos.";;1;1ra.ed.;2003.;6226
"Wilson, Terry";"Manual del empowerment : ";"cómo conseguir lo mejor de sus colaboradores.";1;1ra.ed.;2004.;6227
"Stenhouse, Lawrence";"La investigación como base de la enseñanza.";;1;6ta.ed.;2007.;6228
"Lamothe Fernández, Prósper";"Opciones financieras y productos estructurados.";;5;3ra.ed.;2006.;6229
"Fernandez, Pablo";"Creación de valor para accionistas.";;1;1ra.ed.;2002.;6230
"Manzanera Escribano, Antonio";"Finanzas para emprendedores : ";"todo lo que necesitas saber para encontrar financiación y convertir tu idea en negocio.";1;1ra.ed.;2013.;6231
"Mandelbrot, Benoit";"Fractales y finanzas : ";"una aproximación matemática a los mercados.";1;2da.ed.;2010.;6232
"Dapena, José Pablo";"Instrumentos de inversión y mercados financieros : ";"un manual para aprender desde los cuadros financieros de los diarios.";1;1ra.ed.;2012.;6233
"Rosa, Paula";"Economía social y solidaria : ";"experiencias, saberes y prácticas.";2;1ra.ed.;2013.;6234
"Carlevari, Isidro J.F.";"La Argentina : ";"geografía económica y humana.";1;15ta.ed.;2013.;6235
"Mochon Morcillo, Francisco";"Economía : ";"principios y aplicaciones.";1;4ta.ed.;2008.;6236
"Marting, Elizabeth";"La administración de empresas y su personal.";;1;1ra.ed.;1967.;6237
"Pecheny, David M";"Teoría de las decisiones.";;2;1ra.ed.;1964.;6238
"Lopez Gaffney, Alberto O.";"Costo como herramienta de dirección.";;2;1ra.ed.;1964.;6239
;"Análisis del fluir de fondos para control superior.";;1;1ra.ed.;1964.;6240
"Solomon, Ezra";"Teoría de la administración financiera.";;6;1ra.ed.;1964.;6241
;"Análisis de decisiones de remplazo de equipos.";;1;1ra.ed.;1964.;6242
;"Un nuevo concepto de la direcci'on administrativa.";;1;2da.ed.;1966.;6243
"Ducceschi, Mirella";"Técnicas de dirección de personal.";;2;1ra.ed.;1967.;6244
"Gerstenberg, Charles W";"Financiamiento y administración de empresas.";;1;1ra.ed.;1964.;6245
"Babenco, Mauricio";"Método simplificado de administración contable.";;1;1ra.ed.;1952.;6246
"Babenco, Mauricio";"Método simplificado de administración contable.";;1;1ra.ed.;1952.;6247
"Babenco, Mauricio";"Método simplificado de administración contable.";;1;1ra.ed.;1952.;6248
"Dimock, Marshall Edward";"Principios y normas de administración.";;1;1ra.ed.;1965.;6249
"Leemans, Louis";"Administración, organización y contabilidad industriales.";;1;1ra.ed.;1961.;6250
"Micele, Antonio";"Reglamentación bancaria argentina.";;1;1ra.ed.;1965.;6251
"Simmonds, Francis";"El control financiero en la industria.";;1;1ra.ed.;1963.;6252
"Erasmus, Charles J.";"El hombre asume el control : ";"desarrollo cultural y programas de ayuda técnica.";1;1ra.ed.;1961.;6253
"Yoder, Dale";"Manejo de personal y relaciones industriales.";;1;2da.ed.;1966.;6254
"Yoder, Dale";"Manejo de personal y relaciones industriales.";;6;5ta.ed.;1973.;6255
"Contini, Claude";"Establecimiento y control del presupuesto de publicidad.";;1;1ra.ed.;1964.;6256
"Taylor, Frederick Winslow";"Principios de administración científica.";;1;1ra.ed.;1944.;6257
"Fayol, Henri";"Administración industrial y general.";;1;5ta.ed.;1961.;6258
"Johnson, Robert W.";"Administración financiera.";;1;1ra.ed.;1965.;6259
"Bethel, Lawrence L.";"Organización y dirección industrial.";;1;6ta.ed.;1965.;6260
"Brodner, Ernst";"La dirección de la empresa : ";"principios, métodos, centros de gravedad.";1;1ra.ed.;1966.;6261
"Abalo Genta, Ángel L";"Seguros y reclamos en la empresa.";;1;1ra.ed.;1967.;6262
"Grabbe, Eugene M.";"Automación en la industria y el comercio.";;1;1ra.ed.;1959.;6263
"Massonat, Paul";"Las variaciones de la moneda y de los precios : ";"repercusiones en la contabilidad y en el funcionamiento de las empresas.";1;1ra.ed.;1965.;6264
"Leone, Fernando H";"Vademecum empresario.";;1;1ra.ed.;1970.;6265
"Basil, Douglas C.";"La dirección de la pequeña empresa.";;2;1ra.ed.;1969.;6266
"O'shaughnessy, J.";"Organización de empresas.";;1;1ra.ed.;1971.;6267
"Lopes De Sa, A.";"Administración financiera al alcance de todos.";;1;1ra.ed.;1970.;6268
"Ecker, H. Paul";"Manual para supervisores.";;1;1ra.ed.;1971.;6269
"Nowak, Norman D";"Teoría y práctica de la administración fiscal.";;1;1ra.ed.;1970.;6270
"Hetman, Francois";"Los secretos de los gifantes norteamericanos.";;1;1ra.ed.;1971.;6271
"Drucker, Peter F.";"La gerencia de empresas.";;1;1ra.ed.;1970.;6272
"Lhermitte, Pierre";"La informática : ";"consecuencias previsibles del desarrollo de la automatización del management empresarial.";1;1ra.ed.;1968.;6273
"Argenti, John";"Planificación de la empresa : ";"guía práctica.";1;1ra.ed.;1970.;6274
"Camusat, Pierre";"Compendio de organización industrial.";;1;2da.ed.;1968.;6275
"De Hasson, Guy";"La formación de la empresa.";;2;1ra.ed.;1961.;6276
"Bass, Bernard M";"Entrenamiento en la industria : ";"administración de técnicas, programas y evaluaciones.";1;1ra.ed.;1971.;6277
"Muller, N.";"La información en la empresa.";;1;1ra.ed.;1965.;6278
"Oxenfeldt, Alfred R.";"La gerencia comercial.";;1;1ra.ed.;1972.;6279
"Forrester, Jay W.";"Dinámica industrial.";;2;1ra.ed.;1972.;6280
"Buffa, Elwood S.";"Administración y dirección técnica de la producción.";;3;4ta.ed.;1977.;6281
"Buffa, Elwood S.";"Administración y dirección técnica de la producción.";;5;1ra.ed.;1970.;6282
"Morris, William T.";"La ciencia de la dirección de empresas en acción.";;2;1ra.ed.;1966.;6283
"Uris, Auren";"Los cambios revolucionarios en la administración de empresas.";;1;1ra.ed.;1969.;6284
"Jones, Manley Howe";"Las decisiones del ejecutivo.";;5;1ra.ed.;1964.;6285
"Murphy, John S";"Curso básico de computadoras digitales.";;1;1ra.ed.;1973.;6286
"Murphy, John S";"Curso básico de computadoras digitales.";;1;mra.ed.;1973.;6287
"Murphy, John S";"Curso básico de computadoras digitales.";;1;1ra.ed.;1973.;6288
"Blake, Robert R.";"El modelo del cuadro organizacionals.";;1;1ra.ed.;1973.;6289
"Lawrence, Paul R.";"Desarrollo de organizaciones : ";"diagnóstico y acción.";1;1ra.ed.;1973.;6290
"Schein, Edgar H";"Consultoría de procesos : ";"su papel en el desarrollo organizacional.";1;1ra.ed.;1973.;6291
"Walton, Richard E.";"Conciliación de conflictos interpersonales : ";"confrontación y consultoría de mediadores.";1;1ra.ed.;1973.;6292
"Pigretti, Eduardo A.";"Manual de derecho minero.";;5;4ta.ed.;2008.;6293
"Stampfli, Joseph";"Matemáticas para las finanzas : ";"modelado y cobertura.";1;1ra.ed.;2002.;6294
"Demarco, Jorge H";"Tratado Jurisprudencial y Doctrinario : ";"derecho Tributario, Régimen Penal y Tributario.";2;1ra.ed.;2010.;6295
"Demarco, Jorge H.";"Tratado Jurisprudencial y Doctrinario : ";"derecho Tributario, Régimen Penal y Tributario.";2;1ra.ed.;2010.;6296
"Demarco, Jorge H";"Tratado Jurisprudencial y Doctrinario : ";"derecho Tributario, Procedimiento Tributario.";2;1ra.ed.;2010.;6297
"Demarco, Jorge H";"Tratado Jurisprudencial y Doctrinario : ";"derecho Tributario, Procedimiento Tributario.";2;1ra.ed.;2010.;6298
"Demarco, Jorge H.";"Tratado Jurisprudencial y Doctrinario : ";"derecho Tributario, Impuesto a las Ganancias.";2;1ra.ed.;2010.;6299
"Demarco, Jorge H.";"Tratado Jurisprudencial y Doctrinario : ";"derecho Tributario, Impuesto a las Ganancias.";2;1ra.ed.;2010.;6300
"Demarco, Jorge H.";"Tratado Jurisprudencial y Doctrinario : ";"derecho Tributario, Impuesto al Valor Agregado.";2;1ra.ed.;2010.;6301
"Demarco, Jorge H.";"Tratado Jurisprudencial y Doctrinario : ";"derecho Tributario, Impuesto al Valor Agregado.";2;1ra.ed.;2010.;6302
;"Carta orgánica municipal.";;3;;1988.;6303
"Echegaray, Ricardo";"La administración tributaria frente al contribuyente global : ";"aspectos técnicos y prácticos relevantes.";1;1ra.ed.;2013.;6304
"Lopez Dumrauf, Guillermo L.";"Finanzas corporativas : ";"un enfoque latinoamericano.";1;3ra.ed.;2013.;6305
"Fabozzi, Frank J";"Mercados e instituciones financieras.";;1;1ra.ed.;1996.;6306
"Falcon, Enrique M";"Cómo se ofrece y se produce la prueba : ";"la audiencia preliminar.";1;4ta.ed.;2005.;6307
"Azpiri, Jorge O.";"Régimen de bienes en el matrimonio : ";"bienes propios y gananciales.";1;3ra.ed.;2012.;6308
"Asensio, Miguel Ángel";"Federalismo fiscal : ";"experiencia nacional y comparada.";3;1ra.ed.;2011.;6309
"Bolivar, Miguel A";"Finanzas públicas y control.";;1;1ra.ed.;2012.;6310
"Asensio, Miguel Ángel";"Finanzas públicas : ";"notas de orientación.";1;1ra.ed.;2012.;6311
"García Vior, Andrea";"Intermediación laboral y sucesión de empleadores.";;1;1ra.ed.;2014.;6312
"Biondi, Mario";"Teoría contable doctrinaria : ";"las escuelas del pensamiento contable y sus aportes a la teoría contable normativa.";1;1ra.ed.;2012.;6313
"Muller, Alberto";"La planificación en Argentina en perspectiva (1930-2012)";;1;1ra.ed.;2013.;6314
"Varsavsky, Oscar";"Estilos tecnológicos : ";"propuestas para la selección de tecnologías bajo racionalidad socialista.";2;1ra.ed.;2013.;6315
"Albers, Henry Herman";"Principios de organización y dirección : ";"teoría moderna de la administración.";11;1ra.ed.;1968.;6316
"Rewoldt, Stewart H";"Dirección comercial.";;1;1ra.ed.;1973.;6317
"D'estaing, Olivier Giscard";"La descentralización en la empresa.";;2;1ra.ed.;1973.;6318
"Bellavoine, Claude";"Que es una computadora?";;1;1ra.ed.;1973.;6319
"Morange, P";"Introducción a la programación.";;1;1ra.ed.;1973.;6320
"Anthony, Robert N.";"Sistemas de planeamiento y control.";;2;1ra.ed.;1974.;6321
"Pounet, P.A.";"Control de gestión.";;2;1ra.ed.;1973.;6322
"Perlick, Walter W.";"Introducción a la dirección de empresas.";;3;1ra.ed.;1973.;6323
"Duncan, Delbert J.";"Práctica de venta minorista.";;3;1ra.ed.;1973.;6324
"Mcguire, Joseph W.";"Teorías el comportamiento empresario.";;1;1ra.ed.;1974.;6325
"Beer, Stafford";"Ciencia de la dirección : ";"la investigación operativa en la empresa.";2;1ra.ed.;1974.;6326
"Groff, Gene K.";"Sistemas de producción.";;1;1ra.ed.;1974.;6327
"Pearce, Esmond";"La dirección de empresas en el proceso de comercialización.";;1;1ra.ed.;1973.;6328
"Brink, Víctor Z";"Las computadoras y la administración : ";"el punto de vista del ejecutivo.";1;1ra.ed.;1973.;6329
"Porter, Donald E.";"Studies in organizational behavior and management.";;1;1ra.ed.;1968.;6330
"Rincon Vega, José Miguel";"Principios básicos de ordenadores de egstión.";;1;1ra.ed.;1969.;6331
"Zajdenweber, D.";"Pronósticos y presupuestos.";;2;1ra.ed.;1973.;6332
"Kelly, Joe";"Relaciones humanas en la empresa.";;1;1ra.ed.;1975.;6333
